timestamp,nota,lx,ly,rx,ry,lt,rt,delay_feedback,chorus_depth,reverb_mix
1754605519.4683816,--,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.1,0.5
1754605519.5238159,--,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.1,0.5
1754605519.5858064,--,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.1,0.5
1754605519.6498168,--,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.1,0.5
1754605519.7132251,--,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.1,0.5
1754605519.7733147,--,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.1,0.5
1754605519.8362117,--,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.1,0.5
1754605519.9000523,--,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.1,0.5
1754605519.9611366,--,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.1,0.5
1754605520.0343027,--,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.1,0.5
1754605520.085601,--,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.1,0.5
1754605520.1469963,--,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.1,0.5
1754605520.2111225,--,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.1,0.5
1754605520.2741125,--,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.1,0.5
1754605520.3385677,--,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.1,0.5
1754605520.4031687,--,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.1,0.5
1754605520.4659765,--,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.1,0.5
1754605520.5297296,--,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.1,0.5
1754605520.5877867,--,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.1,0.5
1754605520.655447,--,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.1,0.5
1754605520.7112668,--,0.027,-0.039,0.039,0.044,0.0,0.0,0.197,0.1,0.519
1754605520.7750318,9,-1.0,-0.104,0.039,0.044,0.0,0.0,0.197,0.1,0.519
1754605520.8378031,--,-0.177,-0.136,0.039,0.044,0.0,0.0,0.197,0.1,0.519
1754605520.898124,--,0.006,-0.061,0.039,0.044,0.0,0.0,0.197,0.1,0.519
1754605520.9635496,--,0.04,-0.047,0.039,0.044,0.0,0.0,0.197,0.1,0.519
1754605521.0265346,--,0.043,-0.045,0.039,0.044,0.0,0.0,0.197,0.1,0.519
1754605521.087792,--,0.046,-0.045,0.039,0.044,0.0,0.0,0.197,0.1,0.519
1754605521.1541348,--,0.046,-0.045,0.039,0.044,0.0,0.0,0.197,0.1,0.519
1754605521.2180781,--,0.046,-0.045,0.039,0.044,0.0,0.0,0.197,0.1,0.519
1754605521.281439,--,0.046,-0.045,0.039,0.044,0.0,0.0,0.197,0.1,0.519
1754605521.3360298,--,0.046,-0.045,0.039,-0.094,0.0,0.0,0.138,0.1,0.519
1754605521.3997197,--,0.046,-0.045,1.0,-0.177,0.0,0.0,0.109,0.1,1.0
1754605521.4634478,--,0.046,-0.045,1.0,-0.17,0.0,0.0,0.111,0.1,1.0
1754605521.5231736,--,0.046,-0.045,0.209,-0.431,0.0,0.0,0.043,0.1,0.605
1754605521.5877879,--,0.046,-0.045,0.074,0.051,0.0,0.0,0.2,0.1,0.537
1754605521.651224,--,0.049,-0.045,0.053,0.048,0.0,0.0,0.199,0.1,0.526
1754605521.7142444,--,0.049,-0.045,0.05,0.048,0.0,0.0,0.199,0.1,0.525
1754605521.7782013,--,0.049,-0.045,0.048,0.048,0.0,0.0,0.199,0.1,0.524
1754605521.836837,--,0.049,-0.045,0.048,0.048,0.0,0.0,0.199,0.1,0.524
1754605521.9037657,--,0.049,-0.045,0.048,0.045,0.0,0.0,0.197,0.1,0.524
1754605521.9654703,--,0.049,-0.045,0.048,0.045,0.0,0.0,0.197,0.1,0.524
1754605522.024023,--,0.049,-0.045,0.297,0.417,0.0,0.0,0.423,0.1,0.648
1754605522.0893958,--,0.049,-0.045,0.839,0.643,0.0,0.0,0.612,0.1,0.919
1754605522.15207,--,0.049,-0.045,1.0,-0.16,0.0,0.0,0.114,0.1,1.0
1754605522.209661,--,0.049,-0.045,0.944,-0.763,0.0,0.0,0.005,0.1,0.972
1754605522.2735949,--,0.049,-0.045,-0.121,-1.0,0.0,0.0,0.0,0.1,0.44
1754605522.3359308,--,0.049,-0.045,-0.543,-0.978,0.0,0.0,0.0,0.1,0.229
1754605522.3980844,--,0.049,-0.045,0.049,0.063,0.0,0.0,0.206,0.1,0.524
1754605522.4630034,--,0.049,-0.045,0.041,0.052,0.192,0.0,0.201,0.1,0.521
